,firm_id,nace,k,kin,kout,firm_id_consecutive,nace4,nace_consecutive
4503,4503,25,0,0,0,4503,2573,23
4504,4504,11,1,0,1,4504,1102,9
4505,4505,55,0,0,0,4505,5510,48
4506,4506,46,3,0,3,4506,4674,41
4507,4507,73,1,1,0,4507,7320,64
4508,4508,71,0,0,0,4508,7112,62
4509,4509,41,0,0,0,4509,4120,37
4510,4510,3,0,0,0,4510,322,2
4511,4511,81,0,0,0,4511,8110,71
4512,4512,66,0,0,0,4512,6612,58
4513,4513,46,0,0,0,4513,4611,41
4514,4514,68,1,0,1,4514,6810,59
4515,4515,77,1,0,1,4515,7732,67
4516,4516,49,2,1,1,4516,4941,43
4517,4517,25,0,0,0,4517,2562,23
4518,4518,43,0,0,0,4518,4334,39
4519,4519,64,0,0,0,4519,6420,56
4520,4520,41,0,0,0,4520,4120,37
4521,4521,52,2,1,1,4521,5224,46
4522,4522,43,1,0,1,4522,4321,39
4523,4523,43,0,0,0,4523,4329,39
4524,4524,1,1,0,1,4524,111,0
4525,4525,7,0,0,0,4525,721,5
4526,4526,18,0,0,0,4526,1812,16
4527,4527,46,3,1,2,4527,4671,41
4528,4528,46,16,3,13,4528,4675,41
4529,4529,70,0,0,0,4529,7022,61
4530,4530,62,2,1,1,4530,6201,54
4531,4531,49,0,0,0,4531,4941,43
4532,4532,61,1,0,1,4532,6110,53
4533,4533,68,1,0,1,4533,6820,59
4534,4534,47,1,0,1,4534,4729,42
4535,4535,47,1,1,0,4535,4752,42
4536,4536,68,1,0,1,4536,6810,59
4537,4537,70,0,0,0,4537,7022,61
4538,4538,53,0,0,0,4538,5320,47
4539,4539,68,0,0,0,4539,6820,59
4540,4540,49,2,1,1,4540,4941,43
4541,4541,95,0,0,0,4541,9511,82
4542,4542,18,0,0,0,4542,1813,16
4543,4543,45,0,0,0,4543,4511,40
4544,4544,99,1,1,0,4544,9999,84
4545,4545,68,1,0,1,4545,6832,59
4546,4546,49,1,1,0,4546,4931,43
4547,4547,71,1,0,1,4547,7112,62
4548,4548,64,0,0,0,4548,6419,56
4549,4549,68,2,0,2,4549,6820,59
4550,4550,46,0,0,0,4550,4619,41
4551,4551,47,0,0,0,4551,4791,42
4552,4552,73,1,1,0,4552,7311,64
4553,4553,68,1,0,1,4553,6810,59
4554,4554,49,2,1,1,4554,4941,43
4555,4555,99,0,0,0,4555,9999,84
4556,4556,42,0,0,0,4556,4211,38
4557,4557,71,0,0,0,4557,7112,62
4558,4558,43,0,0,0,4558,4329,39
4559,4559,56,1,0,1,4559,5610,49
4560,4560,45,1,0,1,4560,4520,40
4561,4561,52,1,0,1,4561,5229,46
4562,4562,45,1,0,1,4562,4511,40
4563,4563,99,0,0,0,4563,9999,84
4564,4564,45,3,1,2,4564,4511,40
4565,4565,47,4,4,0,4565,4754,42
4566,4566,62,0,0,0,4566,6209,54
4567,4567,45,0,0,0,4567,4511,40
4568,4568,73,0,0,0,4568,7311,64
4569,4569,42,0,0,0,4569,4212,38
4570,4570,86,0,0,0,4570,8622,75
4571,4571,49,2,1,1,4571,4941,43
4572,4572,41,0,0,0,4572,4120,37
4573,4573,41,0,0,0,4573,4120,37
4574,4574,99,1,1,0,4574,9999,84
4575,4575,46,2,1,1,4575,4662,41
4576,4576,11,1,0,1,4576,1102,9
4577,4577,68,1,0,1,4577,6810,59
4578,4578,68,1,0,1,4578,6810,59
4579,4579,47,2,2,0,4579,4752,42
4580,4580,49,1,0,1,4580,4941,43
4581,4581,46,1,0,1,4581,4652,41
4582,4582,46,2,1,1,4582,4632,41
4583,4583,42,0,0,0,4583,4221,38
4584,4584,43,1,0,1,4584,4329,39
4585,4585,68,1,0,1,4585,6820,59
4586,4586,55,0,0,0,4586,5510,48
4587,4587,49,1,0,1,4587,4941,43
4588,4588,59,1,0,1,4588,5920,51
4589,4589,58,0,0,0,4589,5811,50
4590,4590,71,2,1,1,4590,7112,62
4591,4591,46,3,1,2,4591,4638,41
4592,4592,27,8,6,2,4592,2752,25
4593,4593,25,1,0,1,4593,2512,23
4594,4594,41,1,0,1,4594,4110,37
4595,4595,66,1,1,0,4595,6619,58
4596,4596,77,0,0,0,4596,7739,67
4597,4597,41,1,0,1,4597,4120,37
4598,4598,99,3,0,3,4598,9999,84
4599,4599,33,0,0,0,4599,3313,31
4600,4600,28,4,3,1,4600,2815,26
4601,4601,1,0,0,0,4601,146,0
4602,4602,73,0,0,0,4602,7311,64
4603,4603,81,0,0,0,4603,8110,71
4604,4604,41,0,0,0,4604,4120,37
4605,4605,1,1,0,1,4605,147,0
4606,4606,46,0,0,0,4606,4669,41
4607,4607,45,1,0,1,4607,4511,40
4608,4608,99,0,0,0,4608,9999,84
4609,4609,41,0,0,0,4609,4120,37
4610,4610,35,1,0,1,4610,3514,32
4611,4611,47,0,0,0,4611,4771,42
4612,4612,68,1,0,1,4612,6810,59
4613,4613,46,0,0,0,4613,4631,41
4614,4614,8,0,0,0,4614,812,6
4615,4615,41,0,0,0,4615,4120,37
4616,4616,71,1,0,1,4616,7112,62
4617,4617,25,1,1,0,4617,2550,23
4618,4618,77,0,0,0,4618,7732,67
4619,4619,41,0,0,0,4619,4120,37
4620,4620,41,0,0,0,4620,4120,37
4621,4621,72,1,0,1,4621,7219,63
4622,4622,41,0,0,0,4622,4120,37
4623,4623,69,1,1,0,4623,6920,60
4624,4624,90,1,0,1,4624,9002,77
4625,4625,62,3,2,1,4625,6201,54
4626,4626,99,1,0,1,4626,9999,84
4627,4627,99,0,0,0,4627,9999,84
4628,4628,62,0,0,0,4628,6201,54
4629,4629,90,0,0,0,4629,9002,77
4630,4630,25,1,0,1,4630,2562,23
4631,4631,1,1,0,1,4631,130,0
4632,4632,46,1,0,1,4632,4621,41
4633,4633,99,1,0,1,4633,9999,84
4634,4634,70,4,1,3,4634,7022,61
4635,4635,77,0,0,0,4635,7740,67
4636,4636,45,5,3,2,4636,4511,40
4637,4637,62,0,0,0,4637,6201,54
4638,4638,41,0,0,0,4638,4120,37
4639,4639,52,2,2,0,4639,5229,46
4640,4640,55,1,1,0,4640,5510,48
4641,4641,46,0,0,0,4641,4633,41
4642,4642,49,1,0,1,4642,4941,43
4643,4643,80,1,0,1,4643,8010,70
4644,4644,25,1,0,1,4644,2511,23
4645,4645,1,2,0,2,4645,149,0
4646,4646,93,1,1,0,4646,9329,80
4647,4647,64,3,2,1,4647,6420,56
4648,4648,72,0,0,0,4648,7219,63
4649,4649,81,2,1,1,4649,8121,71
4650,4650,35,0,0,0,4650,3514,32
4651,4651,99,1,0,1,4651,9999,84
4652,4652,73,0,0,0,4652,7311,64
4653,4653,64,1,1,0,4653,6420,56
4654,4654,1,1,0,1,4654,147,0
4655,4655,99,0,0,0,4655,9999,84
4656,4656,99,0,0,0,4656,9999,84
4657,4657,62,2,1,1,4657,6202,54
4658,4658,47,1,1,0,4658,4791,42
4659,4659,99,1,1,0,4659,9999,84
4660,4660,46,2,1,1,4660,4639,41
4661,4661,80,0,0,0,4661,8010,70
4662,4662,99,2,1,1,4662,9999,84
4663,4663,46,0,0,0,4663,4613,41
4664,4664,99,1,0,1,4664,9999,84
4665,4665,90,0,0,0,4665,9001,77
4666,4666,94,30,5,25,4666,9412,81
4667,4667,69,1,0,1,4667,6910,60
4668,4668,99,18,3,15,4668,9999,84
4669,4669,69,1,0,1,4669,6910,60
4670,4670,56,0,0,0,4670,5630,49
4671,4671,61,7,3,4,4671,6130,53
4672,4672,70,0,0,0,4672,7022,61
4673,4673,99,1,0,1,4673,9999,84
4674,4674,49,0,0,0,4674,4941,43
4675,4675,41,0,0,0,4675,4120,37
4676,4676,68,1,0,1,4676,6810,59
4677,4677,85,5,5,0,4677,8559,74
4678,4678,99,0,0,0,4678,9999,84
4679,4679,43,1,0,1,4679,4312,39
4680,4680,17,0,0,0,4680,1723,15
4681,4681,49,0,0,0,4681,4941,43
4682,4682,2,0,0,0,4682,240,1
4683,4683,62,0,0,0,4683,6202,54
4684,4684,46,0,0,0,4684,4672,41
4685,4685,99,1,0,1,4685,9999,84
4686,4686,46,1,0,1,4686,4623,41
4687,4687,49,0,0,0,4687,4941,43
4688,4688,47,1,1,0,4688,4730,42
4689,4689,42,0,0,0,4689,4222,38
4690,4690,99,1,0,1,4690,9999,84
4691,4691,99,2,1,1,4691,9999,84
4692,4692,46,0,0,0,4692,4669,41
4693,4693,70,1,1,0,4693,7022,61
4694,4694,99,1,0,1,4694,9999,84
4695,4695,47,0,0,0,4695,4775,42
4696,4696,46,1,0,1,4696,4639,41
4697,4697,47,68,60,8,4697,4711,42
4698,4698,99,0,0,0,4698,9999,84
4699,4699,1,0,0,0,4699,147,0
4700,4700,99,0,0,0,4700,9999,84
4701,4701,99,1,0,1,4701,9999,84
4702,4702,72,0,0,0,4702,7219,63
4703,4703,22,0,0,0,4703,2229,20
4704,4704,77,1,0,1,4704,7739,67
4705,4705,1,1,1,0,4705,146,0
4706,4706,42,0,0,0,4706,4221,38
4707,4707,99,1,0,1,4707,9999,84
4708,4708,13,5,4,1,4708,1392,11
4709,4709,43,0,0,0,4709,4322,39
4710,4710,41,0,0,0,4710,4120,37
4711,4711,99,0,0,0,4711,9999,84
4712,4712,32,0,0,0,4712,3250,30
4713,4713,46,2,1,1,4713,4634,41
4714,4714,49,1,1,0,4714,4942,43
4715,4715,46,0,0,0,4715,4631,41
4716,4716,99,0,0,0,4716,9999,84
4717,4717,59,0,0,0,4717,5913,51
4718,4718,99,0,0,0,4718,9999,84
4719,4719,68,0,0,0,4719,6820,59
4720,4720,45,1,0,1,4720,4531,40
4721,4721,43,0,0,0,4721,4391,39
4722,4722,68,1,0,1,4722,6820,59
4723,4723,25,1,0,1,4723,2573,23
4724,4724,78,1,0,1,4724,7820,68
4725,4725,86,1,0,1,4725,8622,75
4726,4726,47,1,0,1,4726,4742,42
4727,4727,78,2,0,2,4727,7830,68
4728,4728,45,5,3,2,4728,4531,40
4729,4729,68,0,0,0,4729,6820,59
4730,4730,47,0,0,0,4730,4778,42
4731,4731,52,21,7,14,4731,5210,46
4732,4732,25,2,2,0,4732,2511,23
4733,4733,71,1,0,1,4733,7112,62
4734,4734,43,0,0,0,4734,4321,39
4735,4735,25,1,0,1,4735,2511,23
4736,4736,1,0,0,0,4736,147,0
4737,4737,43,0,0,0,4737,4312,39
4738,4738,70,1,0,1,4738,7022,61
4739,4739,99,0,0,0,4739,9999,84
4740,4740,90,1,0,1,4740,9002,77
4741,4741,68,2,1,1,4741,6832,59
4742,4742,1,0,0,0,4742,111,0
4743,4743,70,1,0,1,4743,7022,61
4744,4744,33,1,0,1,4744,3312,31
4745,4745,66,0,0,0,4745,6622,58
4746,4746,26,0,0,0,4746,2640,24
4747,4747,46,4,1,3,4747,4673,41
4748,4748,96,1,0,1,4748,9604,83
4749,4749,46,1,1,0,4749,4672,41
4750,4750,46,3,2,1,4750,4646,41
4751,4751,99,2,0,2,4751,9999,84
4752,4752,46,1,1,0,4752,4649,41
4753,4753,70,1,0,1,4753,7022,61
4754,4754,25,1,0,1,4754,2550,23
4755,4755,49,2,1,1,4755,4941,43
4756,4756,73,3,2,1,4756,7311,64
4757,4757,43,0,0,0,4757,4321,39
4758,4758,99,2,1,1,4758,9999,84
4759,4759,99,1,0,1,4759,9999,84
4760,4760,71,1,0,1,4760,7112,62
4761,4761,46,2,1,1,4761,4673,41
4762,4762,1,3,3,0,4762,146,0
4763,4763,80,1,0,1,4763,8010,70
4764,4764,41,0,0,0,4764,4120,37
4765,4765,99,0,0,0,4765,9999,84
4766,4766,62,0,0,0,4766,6201,54
4767,4767,99,0,0,0,4767,9999,84
4768,4768,17,0,0,0,4768,1723,15
4769,4769,46,0,0,0,4769,4690,41
4770,4770,45,1,0,1,4770,4520,40
4771,4771,41,0,0,0,4771,4120,37
4772,4772,99,0,0,0,4772,9999,84
4773,4773,99,1,0,1,4773,9999,84
4774,4774,52,0,0,0,4774,5229,46
4775,4775,82,1,0,1,4775,8299,72
4776,4776,49,1,1,0,4776,4941,43
4777,4777,55,1,1,0,4777,5510,48
4778,4778,99,0,0,0,4778,9999,84
4779,4779,46,3,3,0,4779,4632,41
4780,4780,99,0,0,0,4780,9999,84
4781,4781,90,3,1,2,4781,9002,77
4782,4782,5,0,0,0,4782,520,3
4783,4783,47,1,1,0,4783,4729,42
4784,4784,71,0,0,0,4784,7112,62
4785,4785,70,0,0,0,4785,7022,61
4786,4786,99,0,0,0,4786,9999,84
4787,4787,46,0,0,0,4787,4639,41
4788,4788,16,0,0,0,4788,1610,14
4789,4789,42,0,0,0,4789,4222,38
4790,4790,25,2,1,1,4790,2511,23
4791,4791,62,0,0,0,4791,6201,54
4792,4792,99,0,0,0,4792,9999,84
4793,4793,68,1,0,1,4793,6810,59
4794,4794,45,0,0,0,4794,4511,40
4795,4795,41,0,0,0,4795,4110,37
4796,4796,82,0,0,0,4796,8299,72
4797,4797,63,0,0,0,4797,6399,55
4798,4798,99,0,0,0,4798,9999,84
4799,4799,68,0,0,0,4799,6810,59
4800,4800,31,1,0,1,4800,3101,29
4801,4801,25,0,0,0,4801,2599,23
4802,4802,41,1,0,1,4802,4120,37
4803,4803,74,0,0,0,4803,7490,65
4804,4804,46,8,3,5,4804,4651,41
4805,4805,1,0,0,0,4805,111,0
4806,4806,70,0,0,0,4806,7022,61
4807,4807,46,10,4,6,4807,4639,41
4808,4808,99,0,0,0,4808,9999,84
4809,4809,49,0,0,0,4809,4941,43
4810,4810,64,0,0,0,4810,6420,56
4811,4811,49,0,0,0,4811,4941,43
4812,4812,68,1,0,1,4812,6820,59
4813,4813,70,0,0,0,4813,7022,61
4814,4814,45,0,0,0,4814,4520,40
4815,4815,99,0,0,0,4815,9999,84
4816,4816,73,0,0,0,4816,7311,64
4817,4817,1,0,0,0,4817,147,0
4818,4818,62,2,1,1,4818,6201,54
4819,4819,43,0,0,0,4819,4399,39
4820,4820,33,0,0,0,4820,3319,31
4821,4821,68,1,0,1,4821,6820,59
4822,4822,62,2,0,2,4822,6201,54
4823,4823,99,1,1,0,4823,9999,84
4824,4824,25,0,0,0,4824,2562,23
4825,4825,1,0,0,0,4825,115,0
4826,4826,46,1,0,1,4826,4645,41
4827,4827,1,0,0,0,4827,147,0
4828,4828,99,5,3,2,4828,9999,84
4829,4829,99,3,0,3,4829,9999,84
4830,4830,99,2,0,2,4830,9999,84
4831,4831,99,0,0,0,4831,9999,84
4832,4832,99,3,2,1,4832,9999,84
4833,4833,99,1,0,1,4833,9999,84
4834,4834,10,6,2,4,4834,1061,8
4835,4835,49,1,1,0,4835,4941,43
4836,4836,59,2,0,2,4836,5911,51
4837,4837,99,4,1,3,4837,9999,84
4838,4838,72,1,0,1,4838,7219,63
4839,4839,16,1,0,1,4839,1629,14
4840,4840,46,1,1,0,4840,4638,41
4841,4841,41,4,2,2,4841,4120,37
4842,4842,73,0,0,0,4842,7311,64
4843,4843,99,1,0,1,4843,9999,84
4844,4844,68,1,0,1,4844,6820,59
4845,4845,71,1,0,1,4845,7112,62
4846,4846,46,1,0,1,4846,4619,41
4847,4847,41,1,0,1,4847,4110,37
4848,4848,43,0,0,0,4848,4312,39
4849,4849,45,1,0,1,4849,4520,40
4850,4850,33,1,0,1,4850,3319,31
4851,4851,78,0,0,0,4851,7820,68
4852,4852,52,1,0,1,4852,5221,46
4853,4853,45,1,0,1,4853,4511,40
4854,4854,46,3,0,3,4854,4642,41
4855,4855,46,1,0,1,4855,4638,41
4856,4856,78,0,0,0,4856,7830,68
4857,4857,10,2,1,1,4857,1039,8
4858,4858,41,0,0,0,4858,4120,37
4859,4859,72,0,0,0,4859,7219,63
4860,4860,99,0,0,0,4860,9999,84
4861,4861,99,1,0,1,4861,9999,84
4862,4862,47,7,5,2,4862,4741,42
4863,4863,46,1,0,1,4863,4645,41
4864,4864,70,0,0,0,4864,7022,61
4865,4865,59,1,0,1,4865,5913,51
4866,4866,68,0,0,0,4866,6820,59
4867,4867,62,0,0,0,4867,6201,54
4868,4868,25,0,0,0,4868,2512,23
4869,4869,43,0,0,0,4869,4333,39
4870,4870,78,2,0,2,4870,7810,68
4871,4871,47,1,0,1,4871,4742,42
4872,4872,73,0,0,0,4872,7311,64
4873,4873,71,1,1,0,4873,7111,62
4874,4874,46,0,0,0,4874,4643,41
4875,4875,62,2,1,1,4875,6201,54
4876,4876,63,0,0,0,4876,6312,55
4877,4877,33,1,1,0,4877,3312,31
4878,4878,20,1,1,0,4878,2042,18
4879,4879,69,1,0,1,4879,6920,60
4880,4880,46,0,0,0,4880,4631,41
4881,4881,73,1,0,1,4881,7320,64
4882,4882,56,1,1,0,4882,5610,49
4883,4883,82,0,0,0,4883,8299,72
4884,4884,10,2,2,0,4884,1011,8
4885,4885,71,0,0,0,4885,7112,62
4886,4886,49,2,1,1,4886,4941,43
4887,4887,31,0,0,0,4887,3109,29
4888,4888,52,1,0,1,4888,5210,46
4889,4889,99,0,0,0,4889,9999,84
4890,4890,62,2,1,1,4890,6203,54
4891,4891,68,1,0,1,4891,6820,59
4892,4892,1,0,0,0,4892,124,0
4893,4893,12,1,0,1,4893,1200,10
4894,4894,27,19,10,9,4894,2732,25
4895,4895,71,1,0,1,4895,7112,62
4896,4896,62,0,0,0,4896,6202,54
4897,4897,99,3,0,3,4897,9999,84
4898,4898,41,0,0,0,4898,4120,37
4899,4899,46,0,0,0,4899,4621,41
4900,4900,82,0,0,0,4900,8299,72
4901,4901,45,2,0,2,4901,4511,40
4902,4902,58,2,1,1,4902,5814,50
4903,4903,28,1,0,1,4903,2899,26
4904,4904,46,3,0,3,4904,4619,41
4905,4905,35,2,0,2,4905,3514,32
4906,4906,23,0,0,0,4906,2369,21
4907,4907,46,1,0,1,4907,4673,41
4908,4908,46,3,2,1,4908,4618,41
4909,4909,25,1,0,1,4909,2562,23
4910,4910,68,1,0,1,4910,6810,59
4911,4911,68,1,0,1,4911,6820,59
4912,4912,55,1,0,1,4912,5520,48
4913,4913,85,2,2,0,4913,8559,74
4914,4914,45,1,0,1,4914,4531,40
4915,4915,81,3,2,1,4915,8121,71
4916,4916,69,1,0,1,4916,6920,60
4917,4917,28,2,1,1,4917,2892,26
4918,4918,31,0,0,0,4918,3109,29
4919,4919,52,2,1,1,4919,5229,46
4920,4920,46,1,0,1,4920,4666,41
4921,4921,99,1,1,0,4921,9999,84
4922,4922,46,0,0,0,4922,4690,41
4923,4923,68,0,0,0,4923,6820,59
4924,4924,47,6,6,0,4924,4719,42
4925,4925,68,1,1,0,4925,6810,59
4926,4926,1,0,0,0,4926,121,0
4927,4927,33,0,0,0,4927,3313,31
4928,4928,49,4,2,2,4928,4941,43
4929,4929,41,2,0,2,4929,4120,37
4930,4930,8,0,0,0,4930,812,6
4931,4931,80,1,0,1,4931,8010,70
4932,4932,56,1,1,0,4932,5610,49
4933,4933,99,0,0,0,4933,9999,84
4934,4934,68,0,0,0,4934,6810,59
4935,4935,99,0,0,0,4935,9999,84
4936,4936,80,2,1,1,4936,8010,70
4937,4937,46,2,0,2,4937,4619,41
4938,4938,49,1,0,1,4938,4941,43
4939,4939,66,0,0,0,4939,6619,58
4940,4940,45,3,2,1,4940,4511,40
4941,4941,99,0,0,0,4941,9999,84
4942,4942,68,1,1,0,4942,6820,59
4943,4943,46,0,0,0,4943,4621,41
4944,4944,13,2,1,1,4944,1392,11
4945,4945,82,0,0,0,4945,8291,72
4946,4946,49,0,0,0,4946,4941,43
4947,4947,80,2,1,1,4947,8010,70
4948,4948,68,0,0,0,4948,6832,59
4949,4949,99,1,0,1,4949,9999,84
4950,4950,25,2,1,1,4950,2512,23
4951,4951,99,1,1,0,4951,9999,84
4952,4952,74,0,0,0,4952,7490,65
4953,4953,99,1,0,1,4953,9999,84
4954,4954,46,8,5,3,4954,4645,41
4955,4955,43,1,0,1,4955,4329,39
4956,4956,68,1,0,1,4956,6820,59
4957,4957,55,1,0,1,4957,5590,48
4958,4958,49,2,1,1,4958,4941,43
4959,4959,68,1,0,1,4959,6820,59
4960,4960,43,2,1,1,4960,4321,39
4961,4961,41,29,28,1,4961,4120,37
4962,4962,18,2,1,1,4962,1813,16
4963,4963,47,1,1,0,4963,4772,42
4964,4964,46,1,0,1,4964,4675,41
4965,4965,41,1,0,1,4965,4120,37
4966,4966,58,0,0,0,4966,5829,50
4967,4967,82,1,1,0,4967,8299,72
4968,4968,41,0,0,0,4968,4120,37
4969,4969,77,2,1,1,4969,7739,67
4970,4970,52,4,2,2,4970,5229,46
4971,4971,43,2,2,0,4971,4322,39
4972,4972,42,0,0,0,4972,4221,38
4973,4973,1,2,1,1,4973,141,0
4974,4974,71,0,0,0,4974,7112,62
4975,4975,33,3,2,1,4975,3320,31
4976,4976,99,1,0,1,4976,9999,84
4977,4977,25,3,2,1,4977,2511,23
4978,4978,42,1,0,1,4978,4221,38
4979,4979,82,0,0,0,4979,8299,72
4980,4980,9,17,14,3,4980,990,7
4981,4981,73,1,1,0,4981,7311,64
4982,4982,45,0,0,0,4982,4511,40
4983,4983,72,3,1,2,4983,7219,63
4984,4984,80,1,0,1,4984,8010,70
4985,4985,81,0,0,0,4985,8121,71
4986,4986,99,0,0,0,4986,9999,84
4987,4987,99,1,0,1,4987,9999,84
4988,4988,99,3,1,2,4988,9999,84
4989,4989,47,1,1,0,4989,4730,42
4990,4990,68,1,0,1,4990,6810,59
4991,4991,99,0,0,0,4991,9999,84
4992,4992,71,2,0,2,4992,7112,62
4993,4993,99,3,1,2,4993,9999,84
4994,4994,99,2,0,2,4994,9999,84
4995,4995,99,0,0,0,4995,9999,84
4996,4996,99,0,0,0,4996,9999,84
4997,4997,99,1,0,1,4997,9999,84
4998,4998,49,2,1,1,4998,4941,43
4999,4999,46,1,0,1,4999,4673,41
5000,5000,70,0,0,0,5000,7022,61
5001,5001,99,1,0,1,5001,9999,84
5002,5002,43,0,0,0,5002,4321,39
5003,5003,99,1,0,1,5003,9999,84
5004,5004,30,0,0,0,5004,3011,28
5005,5005,99,1,0,1,5005,9999,84
5006,5006,45,1,0,1,5006,4531,40
5007,5007,99,0,0,0,5007,9999,84
5008,5008,45,7,4,3,5008,4520,40
5009,5009,81,1,0,1,5009,8121,71
5010,5010,55,5,5,0,5010,5510,48
5011,5011,46,1,0,1,5011,4614,41
5012,5012,95,1,0,1,5012,9511,82
5013,5013,93,1,0,1,5013,9311,80
5014,5014,73,1,0,1,5014,7311,64
5015,5015,26,0,0,0,5015,2651,24
5016,5016,1,0,0,0,5016,111,0
5017,5017,99,0,0,0,5017,9999,84
5018,5018,25,5,4,1,5018,2561,23
5019,5019,10,4,4,0,5019,1089,8
5020,5020,16,0,0,0,5020,1623,14
5021,5021,43,2,0,2,5021,4321,39
5022,5022,99,0,0,0,5022,9999,84
5023,5023,99,0,0,0,5023,9999,84
5024,5024,46,2,0,2,5024,4614,41
5025,5025,99,1,1,0,5025,9999,84
5026,5026,68,1,1,0,5026,6810,59
5027,5027,99,1,0,1,5027,9999,84
5028,5028,46,0,0,0,5028,4643,41
5029,5029,1,0,0,0,5029,142,0
5030,5030,25,2,1,1,5030,2562,23
5031,5031,26,0,0,0,5031,2651,24
5032,5032,46,1,0,1,5032,4676,41
5033,5033,46,0,0,0,5033,4677,41
5034,5034,46,9,7,2,5034,4633,41
5035,5035,59,1,0,1,5035,5911,51
5036,5036,10,1,0,1,5036,1084,8
5037,5037,18,1,0,1,5037,1812,16
5038,5038,1,0,0,0,5038,147,0
5039,5039,49,1,0,1,5039,4941,43
5040,5040,49,1,0,1,5040,4941,43
5041,5041,38,1,0,1,5041,3811,35
5042,5042,49,1,0,1,5042,4941,43
5043,5043,71,0,0,0,5043,7112,62
5044,5044,81,1,1,0,5044,8121,71
5045,5045,73,1,0,1,5045,7312,64
5046,5046,46,0,0,0,5046,4690,41
5047,5047,46,1,0,1,5047,4663,41
5048,5048,1,0,0,0,5048,147,0
5049,5049,53,1,0,1,5049,5320,47
5050,5050,55,2,1,1,5050,5510,48
5051,5051,53,0,0,0,5051,5320,47
5052,5052,25,2,1,1,5052,2573,23
5053,5053,82,1,0,1,5053,8230,72
5054,5054,1,1,0,1,5054,121,0
5055,5055,46,0,0,0,5055,4643,41
5056,5056,46,0,0,0,5056,4690,41
5057,5057,59,0,0,0,5057,5911,51
5058,5058,73,6,0,6,5058,7312,64
5059,5059,68,0,0,0,5059,6810,59
5060,5060,41,1,0,1,5060,4120,37
5061,5061,99,0,0,0,5061,9999,84
5062,5062,82,0,0,0,5062,8211,72
5063,5063,46,0,0,0,5063,4639,41
5064,5064,42,3,0,3,5064,4213,38
5065,5065,46,0,0,0,5065,4639,41
5066,5066,74,0,0,0,5066,7490,65
5067,5067,46,1,0,1,5067,4677,41
5068,5068,68,1,0,1,5068,6810,59
5069,5069,47,0,0,0,5069,4752,42
5070,5070,46,5,0,5,5070,4639,41
5071,5071,47,1,1,0,5071,4730,42
5072,5072,99,0,0,0,5072,9999,84
5073,5073,46,0,0,0,5073,4675,41
5074,5074,82,1,0,1,5074,8299,72
5075,5075,41,0,0,0,5075,4120,37
5076,5076,45,1,1,0,5076,4519,40
5077,5077,1,1,1,0,5077,146,0
5078,5078,46,0,0,0,5078,4669,41
5079,5079,70,2,1,1,5079,7022,61
5080,5080,46,1,0,1,5080,4623,41
5081,5081,52,1,0,1,5081,5229,46
5082,5082,25,1,0,1,5082,2511,23
5083,5083,68,2,1,1,5083,6831,59
5084,5084,22,0,0,0,5084,2229,20
5085,5085,49,1,0,1,5085,4941,43
5086,5086,28,1,0,1,5086,2849,26
5087,5087,9,5,2,3,5087,910,7
5088,5088,25,1,0,1,5088,2562,23
5089,5089,82,2,0,2,5089,8299,72
5090,5090,62,5,1,4,5090,6209,54
5091,5091,20,3,1,2,5091,2059,18
5092,5092,69,3,3,0,5092,6920,60
5093,5093,59,1,0,1,5093,5911,51
5094,5094,25,0,0,0,5094,2511,23
5095,5095,46,0,0,0,5095,4674,41
5096,5096,99,3,1,2,5096,9999,84
5097,5097,99,1,0,1,5097,9999,84
5098,5098,45,0,0,0,5098,4511,40
5099,5099,20,0,0,0,5099,2041,18
5100,5100,43,1,0,1,5100,4321,39
5101,5101,99,1,0,1,5101,9999,84
5102,5102,46,0,0,0,5102,4631,41
5103,5103,50,0,0,0,5103,5030,44
5104,5104,46,4,2,2,5104,4639,41
5105,5105,68,1,1,0,5105,6810,59
5106,5106,94,0,0,0,5106,9499,81
5107,5107,99,1,0,1,5107,9999,84
5108,5108,9,0,0,0,5108,990,7
5109,5109,99,8,1,7,5109,9999,84
5110,5110,21,3,2,1,5110,2110,19
5111,5111,70,0,0,0,5111,7022,61
5112,5112,16,0,0,0,5112,1623,14
5113,5113,94,0,0,0,5113,9499,81
5114,5114,47,0,0,0,5114,4741,42
5115,5115,68,5,4,1,5115,6810,59
5116,5116,41,0,0,0,5116,4120,37
5117,5117,52,1,0,1,5117,5229,46
5118,5118,94,0,0,0,5118,9499,81
5119,5119,17,3,1,2,5119,1729,15
5120,5120,25,2,2,0,5120,2562,23
5121,5121,46,0,0,0,5121,4646,41
5122,5122,68,2,0,2,5122,6820,59
5123,5123,99,1,0,1,5123,9999,84
5124,5124,46,0,0,0,5124,4690,41
5125,5125,43,0,0,0,5125,4321,39
5126,5126,47,0,0,0,5126,4741,42
5127,5127,46,0,0,0,5127,4638,41
5128,5128,99,1,0,1,5128,9999,84
5129,5129,68,2,0,2,5129,6810,59
5130,5130,35,3,1,2,5130,3530,32
5131,5131,46,0,0,0,5131,4621,41
5132,5132,38,4,2,2,5132,3821,35
5133,5133,90,0,0,0,5133,9002,77
5134,5134,43,2,1,1,5134,4321,39
5135,5135,35,1,0,1,5135,3530,32
5136,5136,46,0,0,0,5136,4644,41
5137,5137,46,0,0,0,5137,4632,41
5138,5138,22,5,5,0,5138,2222,20
