,supplier,buyer,supplier_nace,buyer_nace
8147,8557,8492,53,41
8148,9651,8492,84,41
8149,13349,8492,61,41
8150,33225,8492,84,41
8151,848,28909,59,71
8152,14696,28909,42,71
8153,22809,28909,6,71
8154,850,24069,39,41
8155,1049,24069,32,41
8156,1659,24069,54,41
8157,2035,24069,32,41
8158,2375,24069,32,41
8159,2679,24069,50,41
8160,3404,24069,59,41
8161,4088,24069,84,41
8162,4707,24069,84,41
8163,4748,24069,83,41
8164,4807,24069,41,41
8165,4965,24069,37,41
8166,5558,24069,40,41
8167,5672,24069,38,41
8168,6292,24069,40,41
8169,6562,24069,23,41
8170,6725,24069,26,41
8171,7497,24069,20,41
8172,7576,24069,41,41
8173,8420,24069,51,41
8174,8577,24069,32,41
8175,8887,24069,71,41
8176,9433,24069,41,41
8177,9838,24069,9,41
8178,10161,24069,32,41
8179,10317,24069,0,41
8180,10328,24069,41,41
8181,10461,24069,72,41
8182,10462,24069,42,41
8183,11477,24069,61,41
8184,11651,24069,43,41
8185,12160,24069,61,41
8186,12313,24069,23,41
8187,12893,24069,84,41
8188,13019,24069,8,41
8189,13049,24069,32,41
8190,13887,24069,23,41
8191,14046,24069,41,41
8192,14633,24069,59,41
8193,16666,24069,84,41
8194,19014,24069,84,41
8195,19214,24069,23,41
8196,19413,24069,74,41
8197,19721,24069,59,41
8198,19791,24069,40,41
8199,19798,24069,41,41
8200,19835,24069,1,41
8201,20033,24069,84,41
8202,21327,24069,84,41
8203,21930,24069,0,41
8204,23185,24069,40,41
8205,23835,24069,41,41
8206,24509,24069,72,41
8207,24878,24069,65,41
8208,25019,24069,40,41
8209,25216,24069,59,41
8210,25476,24069,56,41
8211,25928,24069,39,41
8212,26085,24069,41,41
8213,28936,24069,43,41
8214,29088,24069,84,41
8215,30086,24069,41,41
8216,30299,24069,84,41
8217,30372,24069,26,41
8218,30660,24069,70,41
8219,30762,24069,26,41
8220,32698,24069,84,41
8221,32935,24069,84,41
8222,852,6522,0,41
8223,6571,6522,56,41
8224,13929,6522,53,41
8225,858,30959,64,51
8226,20720,30959,54,51
8227,28398,30959,41,51
8228,861,13597,23,42
8229,9039,13597,32,42
8230,863,1985,14,23
8231,14708,1985,23,23
8232,24741,1985,61,23
8233,863,11134,14,61
8234,863,6422,14,25
8235,1191,6422,40,25
8236,3140,6422,17,25
8237,5317,6422,41,25
8238,7579,6422,42,25
8239,11107,6422,54,25
8240,13674,6422,62,25
8241,16901,6422,6,25
8242,17458,6422,40,25
8243,17800,6422,41,25
8244,20084,6422,56,25
8245,24289,6422,59,25
8246,863,23508,14,42
8247,1019,23508,42,42
8248,1272,23508,41,42
8249,3540,23508,46,42
8250,5197,23508,15,42
8251,6569,23508,52,42
8252,7055,23508,9,42
8253,7190,23508,59,42
8254,7461,23508,41,42
8255,7738,23508,84,42
8256,8557,23508,53,42
8257,8583,23508,42,42
8258,9096,23508,84,42
8259,9162,23508,41,42
8260,9421,23508,46,42
8261,9543,23508,64,42
8262,9653,23508,60,42
8263,9832,23508,32,42
8264,10053,23508,43,42
8265,14004,23508,41,42
8266,16826,23508,54,42
8267,18251,23508,42,42
8268,19429,23508,23,42
8269,19877,23508,84,42
8270,20845,23508,41,42
8271,21971,23508,23,42
8272,22681,23508,41,42
8273,23070,23508,22,42
8274,23271,23508,35,42
8275,23471,23508,46,42
8276,24615,23508,41,42
8277,26234,23508,56,42
8278,31688,23508,84,42
8279,31972,23508,9,42
8280,32522,23508,84,42
8281,863,15042,14,23
8282,9088,15042,41,23
8283,13074,15042,40,23
8284,19727,15042,54,23
8285,29073,15042,61,23
8286,30177,15042,22,23
8287,868,17657,41,41
8288,868,16655,41,42
8289,868,9786,41,40
8290,19404,9786,43,40
8291,21266,9786,41,40
8292,21860,9786,19,40
8293,27602,9786,35,40
8294,28113,9786,60,40
8295,868,16834,41,23
8296,868,19623,41,15
8297,1272,19623,41,15
8298,1827,19623,84,15
8299,9681,19623,71,15
8300,10037,19623,0,15
8301,11654,19623,26,15
8302,16243,19623,32,15
8303,18234,19623,18,15
8304,19421,19623,20,15
8305,20725,19623,54,15
8306,22016,19623,32,15
8307,22681,19623,41,15
8308,23899,19623,46,15
8309,31166,19623,84,15
8310,31568,19623,74,15
8311,32036,19623,53,15
8312,868,4379,41,42
8313,15977,4379,22,42
8314,868,29130,41,80
8315,19692,29130,41,80
8316,25984,29130,63,80
8317,868,6461,41,25
8318,3278,6461,41,25
8319,5196,6461,31,25
8320,13228,6461,59,25
8321,17262,6461,61,25
8322,27570,6461,70,25
8323,868,30159,41,27
8324,5884,30159,84,27
8325,12122,30159,60,27
8326,15172,30159,43,27
8327,20710,30159,84,27
8328,21330,30159,55,27
8329,23047,30159,42,27
8330,23809,30159,41,27
8331,29025,30159,41,27
8332,31078,30159,41,27
8333,868,19067,41,61
8334,868,9062,41,41
8335,22682,9062,41,41
8336,26725,9062,8,41
8337,868,3527,41,46
8338,2538,3527,84,46
8339,868,22016,41,32
8340,1416,22016,67,32
8341,1978,22016,67,32
8342,2226,22016,18,32
8343,2689,22016,41,32
8344,3041,22016,84,32
8345,3144,22016,54,32
8346,4269,22016,0,32
8347,4847,22016,37,32
8348,6348,22016,8,32
8349,8225,22016,84,32
8350,8578,22016,47,32
8351,9186,22016,54,32
8352,9224,22016,23,32
8353,9348,22016,48,32
8354,9481,22016,46,32
8355,10405,22016,41,32
8356,11018,22016,60,32
8357,12884,22016,43,32
8358,13259,22016,84,32
8359,13914,22016,26,32
8360,15246,22016,63,32
8361,16397,22016,32,32
8362,16996,22016,32,32
8363,19400,22016,41,32
8364,20026,22016,84,32
8365,20982,22016,41,32
8366,23825,22016,9,32
8367,24037,22016,8,32
8368,24168,22016,0,32
8369,27339,22016,32,32
8370,27366,22016,59,32
8371,29630,22016,20,32
8372,31219,22016,26,32
8373,31906,22016,32,32
8374,868,20963,41,0
8375,2936,20963,59,0
8376,9822,20963,65,0
8377,15253,20963,62,0
8378,20591,20963,1,0
8379,20703,20963,35,0
8380,20745,20963,41,0
8381,24371,20963,24,0
8382,28321,20963,16,0
8383,31115,20963,0,0
8384,31838,20963,71,0
8385,868,20682,41,33
8386,1019,20682,42,33
8387,3519,20682,62,33
8388,5050,20682,48,33
8389,10385,20682,46,33
8390,13318,20682,84,33
8391,14937,20682,42,33
8392,23753,20682,81,33
8393,868,22652,41,70
8394,868,14748,41,26
8395,1416,14748,67,26
8396,5021,14748,39,26
8397,5935,14748,43,26
8398,7074,14748,64,26
8399,15497,14748,15,26
8400,17500,14748,84,26
8401,18202,14748,41,26
8402,18206,14748,41,26
8403,19604,14748,20,26
8404,19770,14748,41,26
8405,20591,14748,1,26
8406,22750,14748,38,26
8407,27898,14748,43,26
8408,32998,14748,84,26
8409,868,13674,41,62
8410,1000,13674,72,62
8411,1373,13674,43,62
8412,9023,13674,41,62
8413,11406,13674,41,62
8414,17089,13674,46,62
8415,22182,13674,41,62
8416,22952,13674,46,62
8417,24880,13674,41,62
8418,24886,13674,54,62
8419,25000,13674,18,62
8420,32016,13674,22,62
8421,868,8632,41,14
8422,950,8632,20,14
8423,5664,8632,68,14
8424,16324,8632,71,14
8425,21033,8632,25,14
8426,22764,8632,46,14
8427,23942,8632,41,14
8428,24989,8632,41,14
8429,28227,8632,32,14
8430,28334,8632,42,14
8431,30403,8632,68,14
8432,868,16198,41,15
8433,16135,16198,35,15
8434,18374,16198,72,15
8435,30910,16198,54,15
8436,868,30899,41,41
8437,1426,30899,41,41
8438,2070,30899,64,41
8439,2571,30899,70,41
8440,2963,30899,41,41
8441,3140,30899,17,41
8442,10372,30899,61,41
8443,10388,30899,41,41
8444,10462,30899,42,41
8445,12063,30899,63,41
8446,12577,30899,41,41
8447,13454,30899,80,41
8448,14141,30899,41,41
8449,15032,30899,26,41
8450,15462,30899,39,41
8451,16371,30899,23,41
8452,16473,30899,41,41
8453,17595,30899,41,41
8454,20646,30899,41,41
8455,21469,30899,53,41
8456,26587,30899,41,41
8457,26868,30899,84,41
8458,27193,30899,16,41
8459,29478,30899,41,41
8460,31926,30899,18,41
8461,868,20826,41,35
8462,3140,20826,17,35
8463,20842,20826,50,35
8464,30048,20826,67,35
8465,868,23851,41,68
8466,868,33189,41,84
8467,1271,33189,54,84
8468,1338,33189,6,84
8469,1462,33189,23,84
8470,1514,33189,41,84
8471,2019,33189,41,84
8472,3140,33189,17,84
8473,3195,33189,70,84
8474,3829,33189,41,84
8475,4342,33189,59,84
8476,4527,33189,41,84
8477,5091,33189,18,84
8478,5477,33189,72,84
8479,6274,33189,27,84
8480,6310,33189,41,84
8481,8778,33189,11,84
8482,8902,33189,0,84
8483,9832,33189,32,84
8484,9877,33189,8,84
8485,10310,33189,64,84
8486,10867,33189,22,84
8487,11078,33189,84,84
8488,11818,33189,71,84
8489,12139,33189,42,84
8490,12336,33189,22,84
8491,13913,33189,46,84
8492,15811,33189,43,84
8493,16438,33189,24,84
8494,16865,33189,51,84
8495,18097,33189,64,84
8496,18206,33189,41,84
8497,18650,33189,59,84
8498,18654,33189,39,84
8499,19097,33189,46,84
8500,19623,33189,15,84
8501,21496,33189,46,84
8502,24895,33189,64,84
8503,26142,33189,37,84
8504,26190,33189,71,84
8505,26573,33189,39,84
8506,30455,33189,70,84
8507,31164,33189,54,84
8508,33122,33189,84,84
8509,33151,33189,84,84
8510,868,32217,41,84
8511,1716,32217,8,84
8512,2905,32217,41,84
8513,4178,32217,43,84
8514,4365,32217,54,84
8515,5287,32217,35,84
8516,5875,32217,38,84
8517,7497,32217,20,84
8518,7667,32217,41,84
8519,8589,32217,35,84
8520,9563,32217,61,84
8521,9619,32217,37,84
8522,9941,32217,20,84
8523,12302,32217,41,84
8524,12601,32217,84,84
8525,13077,32217,62,84
8526,13235,32217,15,84
8527,14403,32217,39,84
8528,14907,32217,56,84
8529,15664,32217,41,84
8530,16243,32217,32,84
8531,18433,32217,61,84
8532,19168,32217,59,84
8533,19199,32217,41,84
8534,19488,32217,41,84
8535,19704,32217,20,84
8536,20840,32217,54,84
8537,22011,32217,40,84
8538,22226,32217,61,84
8539,23035,32217,54,84
8540,24371,32217,24,84
8541,24413,32217,46,84
8542,27274,32217,50,84
8543,27517,32217,60,84
8544,28271,32217,40,84
8545,28596,32217,0,84
8546,29719,32217,54,84
8547,30949,32217,15,84
8548,868,13523,41,27
8549,6711,13523,62,27
8550,7587,13523,32,27
8551,10823,13523,41,27
8552,14979,13523,0,27
8553,17872,13523,40,27
8554,20139,13523,39,27
8555,20247,13523,37,27
8556,20258,13523,41,27
8557,23528,13523,84,27
8558,23547,13523,41,27
8559,27729,13523,0,27
8560,29801,13523,84,27
8561,30596,13523,41,27
8562,30762,13523,26,27
8563,868,23,41,84
8564,868,7625,41,41
8565,1272,7625,41,41
8566,10919,7625,39,41
8567,12010,7625,70,41
8568,12775,7625,41,41
8569,16658,7625,41,41
8570,22952,7625,46,41
8571,26884,7625,32,41
8572,868,23694,41,49
8573,868,3974,41,0
8574,11821,3974,43,0
8575,868,28428,41,46
8576,3489,28428,71,46
8577,7743,28428,59,46
8578,11948,28428,42,46
8579,17592,28428,59,46
8580,20268,28428,84,46
8581,868,20513,41,15
8582,22016,20513,32,15
8583,30970,20513,52,15
8584,868,11053,41,61
8585,2371,11053,59,61
8586,8613,11053,23,61
8587,14596,11053,0,61
8588,27781,11053,32,61
8589,873,13720,70,8
8590,3096,13720,71,8
8591,8578,13720,47,8
8592,12322,13720,70,8
8593,30404,13720,23,8
8594,874,20483,39,34
8595,6676,20483,39,34
8596,18994,20483,8,34
8597,875,18619,40,42
8598,935,18619,54,42
8599,3140,18619,17,42
8600,4998,18619,43,42
8601,6340,18619,32,42
8602,9838,18619,9,42
8603,10328,18619,41,42
8604,12579,18619,23,42
8605,15700,18619,41,42
8606,19445,18619,18,42
8607,31176,18619,37,42
8608,875,17354,40,71
8609,18737,17354,61,71
8610,21481,17354,59,71
8611,32396,17354,84,71
8612,876,28030,43,35
8613,3140,28030,17,35
8614,5603,28030,84,35
8615,6300,28030,37,35
8616,8948,28030,40,35
8617,10100,28030,80,35
8618,11082,28030,35,35
8619,11857,28030,46,35
8620,15025,28030,59,35
8621,21446,28030,21,35
8622,28691,28030,8,35
8623,878,10161,54,32
8624,1492,10161,58,32
8625,2958,10161,20,32
8626,3139,10161,39,32
8627,3692,10161,63,32
8628,4561,10161,46,32
8629,6529,10161,43,32
8630,7831,10161,8,32
8631,9061,10161,40,32
8632,9433,10161,41,32
8633,9737,10161,37,32
8634,11067,10161,12,32
8635,11795,10161,54,32
8636,11948,10161,42,32
8637,12821,10161,35,32
8638,13733,10161,60,32
8639,16265,10161,41,32
8640,16541,10161,77,32
8641,16937,10161,56,32
8642,18077,10161,41,32
8643,18639,10161,38,32
8644,22766,10161,42,32
8645,25378,10161,41,32
8646,25880,10161,60,32
8647,27979,10161,71,32
8648,30656,10161,8,32
8649,30725,10161,74,32
8650,879,14656,72,59
8651,880,23345,71,41
8652,886,18394,23,8
8653,9185,18394,41,8
8654,23874,18394,41,8
8655,24069,18394,41,8
8656,26601,18394,63,8
8657,888,18235,23,15
8658,8186,18235,8,15
8659,10281,18235,71,15
8660,20667,18235,31,15
8661,22395,18235,32,15
8662,24146,18235,54,15
8663,31444,18235,67,15
8664,890,4199,62,35
8665,11595,4199,41,35
8666,892,8144,39,41
8667,28364,8144,0,41
8668,28672,8144,54,41
8669,897,25437,24,64
8670,11730,25437,65,64
8671,14470,25437,22,64
8672,18478,25437,39,64
8673,19206,25437,22,64
8674,19686,25437,59,64
8675,29415,25437,24,64
8676,32184,25437,41,64
8677,898,8685,84,41
8678,20767,8685,61,41
8679,26961,8685,37,41
8680,28631,8685,41,41
8681,31474,8685,39,41
8682,900,28699,41,41
8683,2755,28699,8,41
8684,32599,28699,84,41
8685,900,19495,41,8
8686,1366,19495,35,8
8687,13911,19495,42,8
8688,15526,19495,64,8
8689,18401,19495,59,8
8690,22367,19495,41,8
8691,25058,19495,36,8
8692,900,10505,41,70
8693,10981,10505,26,70
8694,903,114,84,41
8695,2487,114,84,41
8696,4056,114,40,41
8697,9433,114,41,41
8698,10161,114,32,41
8699,16188,114,0,41
8700,17227,114,54,41
8701,18605,114,39,41
8702,22681,114,41,41
8703,23711,114,59,41
8704,26228,114,42,41
8705,28398,114,41,41
8706,28566,114,38,41
8707,907,14875,24,32
8708,5168,14875,59,32
8709,25528,14875,84,32
8710,26072,14875,84,32
8711,27894,14875,84,32
8712,29498,14875,41,32
8713,910,29589,35,24
8714,1598,29589,84,24
8715,4184,29589,1,24
8716,4751,29589,84,24
8717,5284,29589,41,24
8718,5898,29589,84,24
8719,6224,29589,43,24
8720,7011,29589,54,24
8721,8605,29589,0,24
8722,8895,29589,47,24
8723,8947,29589,37,24
8724,9802,29589,42,24
8725,12047,29589,60,24
8726,12524,29589,43,24
8727,12652,29589,20,24
8728,13734,29589,40,24
8729,13924,29589,64,24
8730,14885,29589,83,24
8731,15650,29589,84,24
8732,15683,29589,43,24
8733,16451,29589,42,24
8734,20000,29589,41,24
8735,20074,29589,8,24
8736,22097,29589,23,24
8737,22395,29589,32,24
8738,22571,29589,62,24
8739,22754,29589,33,24
8740,24481,29589,40,24
8741,24893,29589,41,24
8742,25388,29589,41,24
8743,26365,29589,41,24
8744,26431,29589,0,24
8745,27522,29589,41,24
8746,30825,29589,26,24
8747,31050,29589,41,24
8748,31068,29589,71,24
8749,31635,29589,84,24
8750,32004,29589,40,24
8751,916,24926,59,40
8752,917,25434,23,41
8753,19561,25434,40,41
8754,26122,25434,41,41
8755,917,28867,23,40
8756,920,15765,59,0
8757,6005,15765,59,0
8758,10983,15765,59,0
8759,922,13777,59,9
8760,25029,13777,41,9
8761,923,11653,0,9
8762,1366,11653,35,9
8763,1978,11653,67,9
8764,2131,11653,41,9
8765,2626,11653,84,9
8766,3140,11653,17,9
8767,5602,11653,21,9
8768,5766,11653,39,9
8769,6327,11653,41,9
8770,6527,11653,41,9
8771,7047,11653,41,9
8772,10209,11653,51,9
8773,10838,11653,26,9
8774,11653,11653,9,9
8775,11704,11653,41,9
8776,13674,11653,62,9
8777,14855,11653,70,9
8778,16089,11653,41,9
8779,17753,11653,35,9
8780,18131,11653,56,9
8781,18234,11653,18,9
8782,18875,11653,37,9
8783,19257,11653,82,9
8784,19353,11653,23,9
8785,20625,11653,32,9
8786,22685,11653,30,9
8787,22952,11653,46,9
8788,23942,11653,41,9
8789,25978,11653,84,9
8790,27123,11653,12,9
8791,28030,11653,35,9
8792,28227,11653,32,9
8793,28720,11653,84,9
8794,29478,11653,41,9
8795,31586,11653,54,9
8796,925,1368,18,41
8797,6819,1368,59,41
8798,6836,1368,64,41
8799,17623,1368,46,41
8800,26423,1368,53,41
8801,928,27349,54,8
8802,2035,27349,32,8
8803,3140,27349,17,8
8804,5758,27349,84,8
8805,6340,27349,32,8
8806,6547,27349,40,8
8807,7750,27349,65,8
8808,10254,27349,31,8
8809,11840,27349,54,8
8810,14060,27349,23,8
8811,14684,27349,34,8
8812,16159,27349,38,8
8813,16384,27349,59,8
8814,17652,27349,41,8
8815,22016,27349,32,8
8816,22639,27349,54,8
8817,29478,27349,41,8
8818,30636,27349,41,8
8819,934,25604,41,84
8820,3140,25604,17,84
8821,3195,25604,70,84
8822,17263,25604,41,84
8823,18625,25604,37,84
8824,21184,25604,59,84
8825,24750,25604,72,84
8826,25512,25604,43,84
8827,26331,25604,41,84
8828,32745,25604,84,84
8829,940,33196,41,84
8830,942,27525,29,67
8831,20100,27525,41,67
8832,944,32877,51,84
8833,2156,32877,56,84
8834,2957,32877,38,84
8835,4155,32877,25,84
8836,6708,32877,41,84
8837,8625,32877,41,84
8838,8744,32877,42,84
8839,8928,32877,70,84
8840,9838,32877,9,84
8841,13636,32877,60,84
8842,14475,32877,18,84
8843,15213,32877,67,84
8844,16315,32877,50,84
8845,16451,32877,42,84
8846,18059,32877,59,84
8847,19664,32877,41,84
8848,29402,32877,65,84
8849,32886,32877,84,84
8850,949,25019,61,40
8851,12713,25019,9,40
8852,13854,25019,23,40
8853,15077,25019,43,40
8854,18822,25019,84,40
8855,23480,25019,43,40
8856,23985,25019,32,40
8857,25001,25019,27,40
8858,31688,25019,84,40
8859,950,25141,20,46
8860,5614,25141,59,46
8861,950,14851,20,41
8862,22094,14851,43,41
8863,950,19277,20,84
8864,2531,19277,26,84
8865,6340,19277,32,84
8866,17593,19277,43,84
8867,18072,19277,41,84
8868,21400,19277,26,84
8869,27850,19277,84,84
8870,29948,19277,84,84
8871,950,8729,20,84
8872,950,12803,20,46
8873,1492,12803,58,46
8874,8835,12803,37,46
8875,13049,12803,32,46
8876,19732,12803,41,46
8877,22016,12803,32,46
8878,23874,12803,41,46
8879,25621,12803,80,46
8880,28792,12803,72,46
8881,950,488,20,27
8882,1964,488,56,27
8883,3059,488,40,27
8884,4099,488,23,27
8885,4502,488,41,27
8886,5182,488,37,27
8887,6504,488,23,27
8888,6624,488,8,27
8889,6992,488,35,27
8890,7176,488,56,27
8891,7997,488,84,27
8892,8179,488,84,27
8893,8182,488,61,27
8894,8698,488,54,27
8895,10179,488,41,27
8896,11736,488,41,27
8897,12916,488,62,27
8898,13638,488,24,27
8899,17040,488,74,27
8900,19334,488,27,27
8901,19504,488,41,27
8902,22306,488,41,27
8903,24053,488,84,27
8904,24208,488,0,27
8905,24227,488,26,27
8906,25348,488,62,27
8907,25776,488,84,27
8908,27535,488,46,27
8909,28309,488,43,27
8910,28398,488,41,27
8911,29133,488,41,27
8912,29478,488,41,27
8913,30630,488,38,27
8914,950,16797,20,71
8915,951,29592,59,49
8916,952,11824,39,41
8917,7373,11824,8,41
8918,8111,11824,59,41
8919,22395,11824,32,41
8920,953,31087,42,59
8921,8758,31087,46,59
8922,9318,31087,56,59
8923,17161,31087,54,59
8924,17647,31087,84,59
8925,955,2308,84,8
8926,6275,2308,41,8
8927,9665,2308,41,8
8928,11948,2308,42,8
8929,14299,2308,59,8
8930,16243,2308,32,8
8931,17884,2308,40,8
8932,21746,2308,9,8
8933,25029,2308,41,8
8934,25059,2308,41,8
8935,25966,2308,74,8
8936,28646,2308,46,8
8937,28816,2308,25,8
8938,31444,2308,67,8
8939,31576,2308,8,8
8940,32045,2308,33,8
8941,957,32275,59,84
8942,2183,32275,61,84
8943,2214,32275,20,84
8944,2612,32275,41,84
8945,3140,32275,17,84
8946,3185,32275,41,84
8947,4102,32275,32,84
8948,5547,32275,12,84
8949,6624,32275,8,84
8950,7399,32275,23,84
8951,7942,32275,46,84
8952,8651,32275,46,84
8953,9015,32275,32,84
8954,10161,32275,32,84
8955,10282,32275,37,84
8956,10292,32275,62,84
8957,14105,32275,14,84
8958,14420,32275,84,84
8959,15965,32275,53,84
8960,16316,32275,54,84
8961,16468,32275,37,84
8962,17255,32275,32,84
8963,17404,32275,59,84
8964,22016,32275,32,84
8965,23585,32275,72,84
8966,23942,32275,41,84
8967,24293,32275,8,84
8968,28476,32275,67,84
8969,29942,32275,8,84
8970,31636,32275,39,84
8971,33374,32275,84,84
8972,958,15641,41,43
8973,958,7354,41,59
8974,7451,7354,9,59
8975,12704,7354,16,59
8976,27397,7354,62,59
8977,959,15334,27,47
8978,961,7377,59,21
8979,2592,7377,47,21
8980,3140,7377,17,21
8981,4326,7377,41,21
8982,8066,7377,84,21
8983,11477,7377,61,21
8984,19813,7377,63,21
8985,20519,7377,84,21
8986,22944,7377,40,21
8987,28070,7377,84,21
8988,29984,7377,22,21
8989,31560,7377,41,21
8990,962,18701,41,46
8991,1074,18701,32,46
8992,4310,18701,42,46
8993,20760,18701,27,46
8994,27488,18701,50,46
8995,963,19827,20,16
8996,965,19827,27,16
8997,19650,19827,38,16
8998,965,13859,27,43
8999,12750,13859,67,43
9000,965,16179,27,15
9001,4041,16179,41,15
9002,7581,16179,32,15
9003,8643,16179,23,15
9004,9751,16179,41,15
9005,10831,16179,40,15
9006,17307,16179,67,15
9007,18235,16179,15,15
9008,18882,16179,72,15
9009,22016,16179,32,15
9010,24065,16179,64,15
9011,27288,16179,26,15
9012,965,5110,27,19
9013,31520,5110,41,19
9014,970,12048,26,70
9015,971,29144,32,70
9016,972,18438,62,40
9017,3678,18438,41,40
9018,10571,18438,42,40
9019,973,28416,59,54
9020,975,24090,20,20
9021,9647,24090,41,20
9022,977,27976,41,41
9023,12330,27976,70,41
9024,29895,27976,62,41
9025,981,23861,41,43
9026,983,723,65,59
9027,25173,723,23,59
9028,984,27275,41,38
9029,11887,27275,59,38
9030,987,1633,53,18
9031,8577,1633,32,18
9032,12286,1633,41,18
9033,13235,1633,15,18
9034,13674,1633,62,18
9035,18251,1633,42,18
9036,29478,1633,41,18
9037,30332,1633,84,18
9038,990,7122,24,61
9039,14863,7122,0,61
9040,17855,7122,62,61
9041,992,20000,40,41
9042,2423,20000,70,41
9043,6624,20000,8,41
9044,9414,20000,0,41
9045,11162,20000,70,41
9046,11586,20000,40,41
9047,11946,20000,64,41
9048,14140,20000,41,41
9049,29478,20000,41,41
9050,29498,20000,41,41
9051,30820,20000,8,41
9052,992,3119,40,70
9053,999,25360,61,24
9054,7930,25360,11,24
9055,24548,25360,39,24
9056,1005,22199,23,80
9057,1011,16399,41,38
9058,1011,33035,41,84
9059,2997,33035,84,84
9060,4117,33035,54,84
9061,6678,33035,84,84
9062,8589,33035,35,84
9063,11406,33035,41,84
9064,13771,33035,41,84
9065,14512,33035,41,84
9066,15592,33035,14,84
9067,16071,33035,41,84
9068,17652,33035,41,84
9069,19664,33035,41,84
9070,20973,33035,46,84
9071,21684,33035,72,84
9072,24737,33035,37,84
9073,28636,33035,41,84
9074,30658,33035,41,84
9075,30742,33035,20,84
9076,1012,17232,41,26
9077,1014,8502,42,40
9078,10805,8502,84,40
9079,1015,30798,12,54
9080,1373,30798,43,54
9081,1968,30798,46,54
9082,3123,30798,40,54
9083,3140,30798,17,54
9084,4528,30798,41,54
9085,5962,30798,71,54
9086,7373,30798,8,54
9087,7973,30798,31,54
9088,9015,30798,32,54
9089,11840,30798,54,54
9090,12577,30798,41,54
9091,13146,30798,32,54
9092,15655,30798,46,54
9093,15659,30798,23,54
9094,18221,30798,40,54
9095,18581,30798,59,54
9096,19024,30798,22,54
9097,19209,30798,20,54
9098,20682,30798,33,54
9099,21795,30798,18,54
9100,22016,30798,32,54
9101,24560,30798,59,54
9102,25101,30798,41,54
9103,25154,30798,20,54
9104,25325,30798,41,54
9105,26946,30798,37,54
9106,27903,30798,43,54
9107,28423,30798,84,54
9108,28523,30798,25,54
9109,28691,30798,8,54
9110,30358,30798,61,54
9111,30666,30798,37,54
9112,31192,30798,43,54
9113,31393,30798,41,54
9114,31438,30798,43,54
9115,31911,30798,26,54
9116,1015,3200,12,40
9117,16104,3200,40,40
9118,17191,3200,23,40
9119,30429,3200,62,40
9120,1019,3010,42,8
9121,1462,3010,23,8
9122,13577,3010,56,8
9123,16806,3010,59,8
9124,26884,3010,32,8
9125,29040,3010,84,8
9126,1019,13629,42,14
9127,1139,13629,0,14
9128,7127,13629,71,14
9129,13631,13629,24,14
9130,1019,13639,42,66
9131,1281,13639,23,66
9132,3279,13639,41,66
9133,4108,13639,40,66
9134,12255,13639,70,66
9135,13805,13639,33,66
9136,15860,13639,19,66
9137,19677,13639,23,66
9138,21639,13639,67,66
9139,24147,13639,0,66
9140,27693,13639,59,66
9141,28380,13639,41,66
9142,28486,13639,70,66
9143,28625,13639,40,66
9144,28683,13639,41,66
9145,29664,13639,41,66
9146,1019,26040,42,0
9147,1978,26040,67,0
9148,28608,26040,20,0
9149,1019,32063,42,26
9150,1585,32063,54,26
9151,4564,32063,40,26
9152,16736,32063,14,26
9153,16759,32063,37,26
9154,21054,32063,23,26
9155,22395,32063,32,26
9156,25087,32063,84,26
9157,29452,32063,54,26
9158,1019,11633,42,26
9159,1019,7248,42,62
9160,4041,7248,41,62
9161,4250,7248,64,62
9162,20995,7248,46,62
9163,25767,7248,72,62
9164,1019,19979,42,37
9165,1290,19979,59,37
9166,9265,19979,61,37
9167,21446,19979,21,37
9168,23189,19979,54,37
9169,29545,19979,40,37
9170,30619,19979,25,37
9171,1019,32339,42,84
9172,1019,216,42,41
9173,3140,216,17,41
9174,15060,216,59,41
9175,20757,216,23,41
9176,26193,216,37,41
9177,28976,216,61,41
9178,1019,147,42,41
9179,19028,147,61,41
9180,1019,2689,42,41
9181,13236,2689,41,41
9182,15236,2689,30,41
9183,19615,2689,41,41
9184,31921,2689,41,41
9185,32032,2689,41,41
9186,1019,20960,42,41
9187,1964,20960,56,41
9188,20796,20960,40,41
9189,22376,20960,51,41
9190,1019,27529,42,28
9191,1050,27529,70,28
9192,2729,27529,72,28
9193,4330,27529,39,28
9194,5231,27529,41,28
9195,6344,27529,41,28
9196,6598,27529,40,28
9197,8577,27529,32,28
9198,10161,27529,32,28
9199,10901,27529,41,28
9200,11653,27529,9,28
9201,11748,27529,56,28
9202,12750,27529,67,28
9203,13039,27529,64,28
9204,14492,27529,41,28
9205,14544,27529,61,28
9206,15577,27529,59,28
9207,16243,27529,32,28
9208,17699,27529,32,28
9209,19518,27529,70,28
9210,20056,27529,35,28
9211,25019,27529,40,28
9212,28379,27529,46,28
9213,29034,27529,35,28
9214,30656,27529,8,28
9215,31194,27529,46,28
9216,31886,27529,61,28
9217,33175,27529,84,28
9218,1019,17364,42,37
9219,7525,17364,41,37
9220,1019,25490,42,49
9221,1019,20687,42,0
9222,1019,27811,42,59
9223,1019,12767,42,8
9224,1960,12767,40,8
9225,2375,12767,32,8
9226,2702,12767,39,8
9227,6383,12767,41,8
9228,6810,12767,59,8
9229,6919,12767,84,8
9230,7079,12767,35,8
9231,8889,12767,42,8
9232,11751,12767,43,8
9233,12701,12767,20,8
9234,12729,12767,41,8
